식당(ID),식당명,지점명,지역명,주차가능여부,와이파이제공여부,놀이방유무,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,배달서비스유무,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,스마트오더유무,대표메뉴명,식당상태,해시태그,면적정보내용
12335,예소반,,관악구,Y,N,N,Y,Y,화요일,매일 11:00~20:30,N,레드테이블,,신림역,37.4843438,126.9289409,262.03988,N,,NORMAL,"모범음식점,안심식당",
12336,북창동순두부,롯데월드점,송파구,Y,Y,N,N,N,,매일 11:00~21:00,N,"레드테이블,네이버",http://pf.kakao.com/_cxfxkuK,잠실 관광특구,37.5110684,127.0981395,2.4678,N,"북창동순두부,소곱창 순두부,소곱창순두부,청국장순두부",NORMAL,"모범음식점,포장가능",
12337,"육회, 꽃피다",,서대문구,N,N,N,N,N,,,N,레드테이블,,우석뮤지엄,37.5565242,126.9402748,87.74655,N,육회화합,NORMAL,"모범음식점,안심식당",
12338,나주곰탕냉면,본점,서대문구,N,N,N,N,N,,매일 00:00~24:00,N,레드테이블,,신촌문화발전소,37.5579434,126.9397415,63.64207,N,"궁중갈비찜(大),나주곰탕,도가니수육(大),매운갈비찜(大)",NORMAL,모범음식점,
12339,하이라 미스터 왕왕,,강남구,N,N,N,N,N,,,N,레드테이블,,유나이티드갤러리,37.5036208,127.0280655,150.45247,N,,NORMAL,,
12340,황금코다리,,종로구,N,N,N,N,N,,,N,레드테이블,http://cdrgood.cafe24.com,지아衣갤러리,37.5827376,126.970775,88.70368,N,,NORMAL,"모범음식점,안심식당",
12341,청량리고기마을,,동대문구,N,N,N,N,N,,,N,레드테이블,,서울한방진흥센터,37.5806537,127.0376013,137.61616,N,"갈비탕,도가니탕,우족탕,육회(200g)",NORMAL,모범음식점,
12342,남도복국,서울북창동직영점,중구,N,Y,N,N,N,,매일 10:00~22:00,N,레드테이블,http://www.남도복국.com,남대문시장 갈치조림골목,37.5598433,126.9769527,160.65024,N,"까치복국,낙지 까치복국,백합조개 까치복국,참복국",NORMAL,모범음식점,
12343,카페마마스,역삼점,강남구,Y,Y,N,N,N,,"평일 10:30~21:30, 주말 11:00~21:00",N,"레드테이블,네이버",,이스탄불문화원,37.4994242,127.0358455,99.89515,Y,"마마스 스프(감자),마마스 시그니처,마마스 시그니처 커피,마마스 초콜렛쿠키",NORMAL,포장가능,
12344,한식부페가득드림도시락,,송파구,N,N,N,N,N,,"평일 08:00~20:30, 공휴일 10:00~17:00",N,레드테이블,,문정동로데오거리 종점,37.4862246,127.1249121,230.87429,N,,NORMAL,모범음식점,
12345,탈리테이스티인디안,,중구,Y,Y,N,N,Y,화요일,공휴일 11:30~08:00,N,레드테이블,http://www.intagram.com/thalitateofindia,제일평화시장,37.5686907,127.0113827,11.69541,N,"LambVindaloo,MuttonMasala,TandooriChicken,TandooriLambkebab(10pcs)",NORMAL,,
12346,법성포영광굴비,,서대문구,N,N,N,N,N,,,N,레드테이블,,신기한놀이터 떼굴떼굴,37.5854041,126.9384797,150.56698,N,,NORMAL,모범음식점,
12347,국수명가,서초점,서초구,N,N,N,N,N,,,N,레드테이블,,한원미술관,37.4818314,127.0154478,192.25442,N,"명가만두국수,명가비빔국수,아삭김치말이국수,얼큰짬뽕국수",NORMAL,모범음식점,
12348,눈꽃초밥,,관악구,N,N,N,N,N,,,N,레드테이블,,서울 신림동 굴참나무,37.4710198,126.9169738,325.30139,N,"꽃초밥(12p),눈꽃초밥(16p),눈초밥(10p),생연어초밥(12p)",NORMAL,"모범음식점,안심식당",
12350,현대북어,,강남구,N,N,N,N,N,,,N,레드테이블,,LG아트센터,37.5019767,127.0373342,97.6108,N,,NORMAL,,
12351,두부의추억151,이대본점,서대문구,N,N,N,N,N,,매일 09:30~22:00,N,레드테이블,,이화여자대학교박물관,37.5617626,126.9465963,41.87837,N,,NORMAL,모범음식점,
12353,풍년오리,,관악구,N,N,N,N,N,,,N,레드테이블,,샤로수길 시작점,37.4792559,126.9524066,109.30667,N,,NORMAL,"모범음식점,안심식당,트립어드바이저",
12354,전주 감자탕,,송파구,Y,Y,N,N,Y,,,N,레드테이블,,문정동로데오거리,37.4891632,127.123906,286.83015,N,"묵은지감자탕(대/4인기준),뼈추가,뼈해장국,우거지감자탕(대/4인기준)",NORMAL,모범음식점,
12355,돌판구이 또바기,,강동구,N,N,N,N,N,,,N,레드테이블,,천호(풍납토성)역,37.5385095,127.1251279,281.30672,N,,NORMAL,"모범음식점,안심식당",
12356,서귀포화로구이,,양천구,Y,Y,N,N,Y,,매일 00:00~24:00,N,레드테이블,,신정(은행정)역,37.5247223,126.8542873,459.60863,N,,NORMAL,모범음식점,
12358,퍼틴,롯데월드점,송파구,N,N,N,N,N,,매일 11:00~21:00,N,레드테이블,,롯데뮤지엄,37.5126239,127.1025779,2.4678,N,"껌승,반쎄오,분짜,불닭쌀국수",NORMAL,모범음식점,
12359,안박사 남원추어탕,,강남구,N,N,N,N,N,,,N,레드테이블,,수서역,37.4882619,127.1005851,244.81019,N,"우렁추어탕,전복추어탕,통추어탕,한방추어탕",NORMAL,모범음식점,
12360,스윗밸런스,광화문점,종로구,Y,Y,N,N,Y,토요일,평일 10:00~21:00,N,레드테이블,http://www.intagram.com/weetbalance16,모인화랑,37.5743396,126.9857146,142.24877,Y,,NORMAL,"모범음식점,안심식당,포장가능",
12361,힘찬장어,,도봉구,N,N,N,N,N,,,N,레드테이블,,창동역,37.6533818,127.0477034,238.93317,N,"산꼼장어구이(300g),산꼼장어양념(300g),장어보양탕,풍천장어(1kg)",NORMAL,"모범음식점,안심식당",
12362,단아한정식,,동작구,Y,Y,N,N,Y,,,N,레드테이블,,방배종합시장,37.4819668,126.9836518,61.1994,N,"무지개정식,바다정식,보리굴비정식,하늘정식",NORMAL,"안심식당,트립어드바이저",
12363,아그라,이태원점,용산구,Y,Y,N,N,Y,,,Y,"레드테이블,네이버","http://agra.co.kr/,http://www.intagram.com/agrafood",조이쥬얼리,37.5341437,126.99081,53.18335,N,,NORMAL,"모범음식점,블루리본,씨트립,트립어드바이저,포장가능",
12364,처마끝 하늘풍경,,종로구,N,N,N,Y,Y,,매일 11:30~21:30,N,레드테이블,,동덕아트갤러리,37.5749895,126.9833315,46.44485,N,,NORMAL,"모범음식점,안심식당",
12365,옥정,,종로구,N,Y,N,Y,Y,연중무휴,매일 11:30~22:00,N,레드테이블,,탑골공원 팔각정,37.5709983,126.9883033,59.04992,N,"옥정정식,청송달기백숙,특한정식A,한정식B",NORMAL,"모범음식점,안심식당",
12366,장수갈매기,본점,마포구,N,N,N,Y,Y,,"매일 10:00~01:00, 일요일 10:00~24:00",N,레드테이블,,용산성당,37.5368267,126.9522743,17.01542,N,"갈매기살(200g/1인분),돼지갈비(200g/1인분),삼겹살(200g/1인분),소금구이(200g/1인분)",NORMAL,"모범음식점,안심식당,트립어드바이저",
12367,롯데리아,동대문역사문화공원역점,중구,N,N,N,Y,N,,"매일 00:00~24:00, 홈서비스 00:00~24:00",Y,레드테이블,http://www.lotteria.com/,동대문역사문화공원,37.5670686,127.0101709,76.58646,N,,NORMAL,,
12370,그림나베,학동역점,강남구,Y,Y,N,Y,Y,,"평일 11:00~22:00, 공휴일 11:00~22:00, 주말 11:00~22:00",N,레드테이블,"http://grimn.modoo.at/,http://grimnabe.co.kr",AHC스파,37.5217715,127.0330284,156.27875,N,,NORMAL,"모범음식점,포장가능",
12371,땡순이아구찜,마곡본점,강서구,N,N,N,N,N,,매일 11:30~22:30,N,레드테이블,,마곡나루역,37.5666924,126.8273574,256.94218,N,,NORMAL,모범음식점,
12372,이세돈가스,고려대점,성북구,N,N,N,Y,N,,,N,레드테이블,,고려대학교 모두의거리,37.5888005,127.0355319,187.45459,N,,NORMAL,모범음식점,
12373,고바우소곱창,노원점,노원구,Y,N,N,N,Y,일요일,매일 15:30~10:30,N,레드테이블,,노원역,37.6561167,127.0624106,233.35318,N,"대창(200g),소곱창(200g),소막창(200g),특양(160g)",NORMAL,"모범음식점,포장가능",
12374,들풀식당,,종로구,N,N,N,N,N,,,N,레드테이블,,청운문학도서관,37.5904735,126.9659326,296.91221,N,,NORMAL,"모범음식점,씨트립,안심식당",
12375,돈족골,,송파구,N,N,N,N,N,,매일 09:30~24:00,Y,레드테이블,,불광사,37.5072495,127.1028864,484.46182,N,"갈매기살(150g),목항정살(150g),양념뼈돼지갈비(300g),훈제뼈돼지갈비(300g)",NORMAL,모범음식점,
12376,광양불고기,,송파구,Y,N,N,Y,Y,연중무휴,"평일 11:30~21:30, 주말 11:30~21:30",N,레드테이블,http://gybulgogi.modoo.at,송리단길 시작점,37.5111169,127.1069753,180.58925,N,,NORMAL,모범음식점,
12377,진풍정,강남점,강남구,Y,Y,N,N,Y,,,N,레드테이블,"http://www.jinpoongjeong.com,http://jinpoongjeong.modoo.at",클럽케이서울,37.5066791,127.0484469,392.15693,N,,NORMAL,,
12380,돕감자탕전문점,,광진구,N,Y,N,N,Y,,매일 06:00~21:00,Y,레드테이블,"http://dobfood.modoo.at,http://www.facebook.com/dobtew/,http://www.intagram.com/dobgamjatang/",건대로데오거리 종점,37.5412883,127.0663776,76.5429,N,,NORMAL,"모범음식점,안심식당",
12381,길농원,원효점,용산구,Y,Y,N,N,N,,매일 10:00~22:00,N,레드테이블,,서울 용산신학교와 원효로 예수성심성당,37.5344186,126.9537436,67.27732,N,,NORMAL,포장가능,
12382,양미옥,을지로본점,중구,N,N,N,N,N,,매일 11:00~22:00,N,레드테이블,,우당 이회영 선생 흉상,37.5648935,126.9861287,25.13844,N,"갈비 1인분 300g,곱창 1인분 180g,대창 1인분 200g,특양 1인분 200g",NORMAL,"모범음식점,블루리본",
12383,연평도산꽃게해물탕,,성동구,Y,N,N,N,N,,매일 10:30~23:00,N,"레드테이블,네이버",,신답역,37.5699911,127.0468202,217.95197,N,"간장게장(특大),꽃게백숙(특大),꽃게탕(大),해물탕(大)",NORMAL,"모범음식점,씨트립",
12384,불킹해물요리전문점,,마포구,Y,N,N,N,N,,매일 11:00~24:00,N,레드테이블,"http://bullking.cityfood.co.kr,http://bullking.modoo.at",마포중앙도서관,37.5638477,126.9082164,0.02869,N,,NORMAL,"모범음식점,안심식당",
12385,함흥냉면,,영등포구,Y,N,N,Y,Y,,매일 11:00~22:00,N,레드테이블,,신길역,37.5177204,126.9145183,122.96172,N,,NORMAL,"모범음식점,안심식당,위생등급제 지정업소,트립어드바이저",
12386,삼족오,수유점,강북구,N,N,N,N,N,,,Y,레드테이블,,수유중앙골목시장,37.6412155,127.0212912,249.14852,N,,NORMAL,모범음식점,
12388,아웃백스테이크하우스,노원점,노원구,N,N,N,N,Y,,매일 11:00~22:00,N,"레드테이블,네이버","http://www.outback.co.kr,http://www.intagram.com/outbackkorea,http://www.facebook.com/koreaoutback",노원역,37.6561167,127.0624106,217.08457,N,,NORMAL,"모범음식점,씨트립,포장가능",
12389,아웃백스테이크하우스,잠실점,송파구,N,N,N,N,Y,,매일 11:30~22:00,N,"레드테이블,네이버","http://www.outback.co.kr/,http://www.intagram.com/outbackkorea,http://www.facebook.com/koreaoutback",시그니엘서울 에비앙 스파,37.5126239,127.1025779,143.01306,N,,NORMAL,,
12390,알루메,,송파구,N,Y,N,Y,Y,,,N,"레드테이블,네이버",http://www.intagram.com/allume06,잠실새내역,37.5115507,127.0892316,212.12357,Y,,NORMAL,모범음식점,
12391,면천추어탕,,동대문구,Y,N,N,Y,N,,매일 11:00~22:00,Y,레드테이블,,장안평자동차용품거리,37.561058,127.065488,245.80756,N,,NORMAL,모범음식점,
12392,진한방삼계탕만나정,군자점,광진구,Y,N,N,Y,N,,매일 10:30~22:00,N,레드테이블,http://xn--989ay50anndgwl0iu4g.com/,고당조만식선생동상,37.5500802,127.0771625,147.89272,N,,NORMAL,"모범음식점,안심식당",
12393,북악정,,종로구,Y,N,N,Y,Y,연중무휴,매일 11:00~22:30,N,"레드테이블,네이버","http://www.eang.co.kr/,http://www.facebook.com/%EA%B0%88%EB%B9%84%EB%AA%85%EA%B0%80%EC%9D%B4%EC%83%81-200138643355982/?ref=aymt_homepage_panel,http://leeang_food.blog.me/",평창동 갤러리 거리,37.6107185,126.9752034,111.55143,N,,NORMAL,모범음식점,
12394,레드브릭,,서초구,Y,Y,N,N,Y,월요일,매일 11:30~22:00,N,"레드테이블,네이버",,허밍웨이길 종점,37.5023504,127.002739,200.50151,N,,NORMAL,"모범음식점,블루리본",
12395,서초장어타운,,서초구,N,N,N,N,N,,,N,레드테이블,,남부터미널(예술의전당)역,37.4865993,127.0153091,189.73493,N,"메밀국수,잔치국수,장어(1인/250g),장어탕",NORMAL,"모범음식점,블루리본",
12396,부일관,,노원구,Y,Y,Y,N,Y,,매일 11:00~21:30,N,레드테이블,http://food.nowon.eoul.kr/retaurant/re_main.jp?id=nw1093,상계중앙시장,37.6590577,127.0702992,438.88095,Y,"소생갈비살(200g),양념게장(600g),한우등심(A++180g),한우육회(200g)",NORMAL,모범음식점,
12397,아오끼,,강남구,N,N,N,Y,N,,매일 10:00~22:00,N,레드테이블,,삼성중앙역,37.5116435,127.0485228,97.02441,N,,NORMAL,모범음식점,
12398,신사뻘낙지,,강남구,Y,Y,N,Y,Y,,매일 10:30~21:30,N,레드테이블,"http://inanakji.modoo.at/,http://m.earch.naver.com/earch.naver?where=m_blog&m=mtb_jum&query=%EC%8B%A0%EC%82%AC%EB%BB%98%EB%82%99%EC%A7%80,http://www.intagram.com/explore/tag/%EC%8B%A0%EC%82%AC%EB%BB%98%EB%82%99%EC%A7%80/",UM갤러리,37.5222769,127.0228905,162.59816,N,,NORMAL,모범음식점,
12399,샤브오,,서초구,N,N,N,N,N,,,N,레드테이블,,브이알존 큐브 강남점,37.4999239,127.0255686,158.42293,N,,NORMAL,"트립어드바이저,포장가능",
12400,지호한방삼계탕,삼성점,강남구,Y,N,N,Y,N,,매일 10:00~22:00,N,레드테이블,http://www.jihofood.com/,카카오프렌즈 브랜드스토어,37.5125278,127.058843,163.81764,N,,NORMAL,"모범음식점,트립어드바이저",
12401,봉피양,방이점,송파구,N,N,N,N,N,,매일 11:30~22:00,N,레드테이블,"http://www.ibjgalbi.com/,http://bonpiyang.modoo.at/",방이역,37.5080279,127.1254567,53.09697,N,"봉피양비빔냉면,봉피양평양냉면,육사시미,한우석쇠불고기(130g)",NORMAL,"모범음식점,미쉐린 가이드",
12402,그랜드 인터컨티넨탈 서울 파르나스 로비 라운지 & 바,,강남구,Y,Y,N,Y,Y,,매일 09:00~22:00,N,"레드테이블,네이버","http://eoul.intercontinental.com/grandicparna/retaurant/LobbyLounge,http://blog.naver.com/ichotel,http://www.facebook.com/grandicparna,http://www.intagram.com/grand_intercontinental",강남 마이스 관광특구,37.5118093,127.0591319,54.82758,N,,NORMAL,,
12403,이태원천상,이태원본점,용산구,Y,Y,N,N,Y,일요일,"평일 11:30~22:00, 공휴일 17:00~22:00",N,"레드테이블,네이버","http://m10040.modoo.at,http://www.10040.co.kr/,http://www.facebook.com/cheonang/,http://www.intagram.com/itaewon_cheonang",남산 야외식물원,37.5415658,126.9969034,203.8981,N,"모듬사시미(大),문어숙회,사시미 노고와다,천산모듬초밥(大)",NORMAL,"모범음식점,포장가능",
12406,백산골 생삼겹살,,은평구,N,N,N,N,N,,,N,레드테이블,,불광역,37.610554,126.9293057,179.6182,N,,NORMAL,,
12407,장인미역,올림픽공원점,송파구,N,Y,N,N,Y,,,N,레드테이블,,방이동숙박촌,37.515933,127.1127739,201.2113,N,"전복가자미미역국,전복소고기미역국,전복조개미역국,조개미역국",NORMAL,모범음식점,
12408,조마루감자탕,시립대점,동대문구,N,Y,N,N,N,,매일 00:00~24:00,N,레드테이블,,청량리역,37.5801542,127.0479257,245.1065,N,"감자,뼈다귀,뼈다귀해장국,우거지뼈전골(대)",NORMAL,"모범음식점,포장가능",
12410,종수네춘천숯불닭갈비,,강남구,N,N,N,N,N,,,N,레드테이블,,이스탄불문화원,37.4994242,127.0358455,62.70635,N,,NORMAL,,
12411,호보식당,역삼본점,강남구,Y,Y,N,N,Y,매일 11:00~06:00 breaktime 15시~17시,매일 11:00~06:00 breaktime 15시~17시,N,레드테이블,,강남문화원,37.4964911,127.0320237,150.87461,N,,NORMAL,모범음식점,
12412,두레유,,종로구,Y,Y,N,N,Y,,"매일 11:30~21:00, 매일 15:00~17:00",N,레드테이블,http://www.dooreyoo.com,토탈미술관,37.6121406,126.97567,8.91797,N,,NORMAL,모범음식점,
12413,은불판참숯구이,,송파구,N,N,N,N,N,,,N,레드테이블,,신천 어린이교통공원,37.5160068,127.101739,177.51591,N,,NORMAL,"모범음식점,포장가능",
12414,궁중한우,,성동구,Y,N,N,N,N,,매일 17:00~22:00,N,레드테이블,,마장역,37.5662827,127.0431638,142.95222,N,"된장밥(2인),상차림(성인),육사시미(100g),한우1++(투뿔) 특수부위모듬(100g)",NORMAL,모범음식점,
12415,일미리금계찜닭,신대방삼거리역점,동작구,N,Y,N,Y,N,,매일 11:00~22:00,N,레드테이블,http://goldjjimdak.com/,성대전통시장,37.4993991,126.9317161,26.48008,N,,NORMAL,"모범음식점,안심식당,포장가능",
12416,태진옥,,중구,N,N,N,N,N,,,N,레드테이블,,세종대왕 동상,37.5721758,126.9768377,87.17266,N,,NORMAL,"모범음식점,트립어드바이저",
12417,조선화로집,상도역점,동작구,Y,Y,N,N,Y,,매일 11:00~22:00,N,레드테이블,,상도역,37.5035133,126.9473048,70.04612,N,,NORMAL,"모범음식점,안심식당,포장가능",
12418,김명자굴국밥전문점,서울역점,용산구,N,N,N,N,N,,,N,레드테이블,,후암거실,37.5485035,126.9762495,78.618,N,,NORMAL,모범음식점,
12419,차숙이 갈비,,강남구,N,N,N,N,N,,,N,레드테이블,,논현동먹자골목,37.5097183,127.0233947,11.0986,N,,NORMAL,포장가능,
12420,하늘찬,,강서구,N,N,N,N,N,,,N,레드테이블,,개화산역,37.5723387,126.805758,269.06908,N,,NORMAL,모범음식점,
12421,가빈,,구로구,N,N,N,N,N,,,N,레드테이블,,남구로시장,37.4897293,126.886554,45.98467,N,,NORMAL,모범음식점,
12422,오발탄,대치점,강남구,Y,N,N,N,Y,,,N,레드테이블,,대치역,37.494523,127.0632574,136.31497,N,,NORMAL,포장가능,
12423,낭만각,,양천구,Y,Y,N,N,N,,,Y,"레드테이블,네이버",,신정제일시장,37.5208693,126.8539513,260.27331,N,칠리탕수육 변경,NORMAL,모범음식점,
12424,반가 백암순대,,성동구,N,N,N,N,N,,,N,레드테이블,,건대양꼬치골목 종점,37.5401643,127.0629588,181.6259,N,,NORMAL,,
12426,능이네 능이버섯백숙 삼계탕 추어탕,,구로구,N,N,N,N,N,,매일 10:00~22:00,Y,레드테이블,,향림사,37.5056371,126.866594,290.61144,N,"능이버섯오리백숙,능이버섯토종닭볶음,능이버섯토종백숙,전복능이백숙",NORMAL,모범음식점,
12427,명가,,송파구,N,N,N,N,N,,,N,레드테이블,,마천중앙시장,37.49809,127.1503219,295.03592,N,,NORMAL,모범음식점,
12428,속리산염소요리전문점,금천직영점,금천구,Y,Y,N,N,Y,,매일 11:00~22:00,N,레드테이블,http://ongnigoat.buine.ite/,비단길현대시장,37.4577373,126.9048812,154.61827,N,"염소갈비수육(사전예약주문/1인분),염소무침,염소불고기(1인분),염소수육(1인분)",NORMAL,"모범음식점,포장가능",
12429,청송면옥,,서대문구,N,N,N,N,N,,,N,레드테이블,,동진시장,37.562393,126.926742,309.9926,N,회냉면,NORMAL,,
12430,대청마루,,강서구,N,N,N,N,N,,,N,레드테이블,,개화산역,37.5723387,126.805758,269.06908,N,,NORMAL,모범음식점,
12431,공주 기사식당,,중랑구,N,N,N,N,N,,,N,레드테이블,,우림시장,37.5972319,127.0982369,326.46144,N,,NORMAL,모범음식점,
